modelName,owner,displayName,fieldName,type,description,editable,"expected_values",hidden,multivalue,recommended,required,constraints
Alerts,Alerts,"user_bunit","user_bunit",string,"The business unit of the user involved in the alert event. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Alerts,Alerts,"user_category","user_category",string,"The category of the user involved in the alert event. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
Alerts,Alerts,"user_priority","user_priority",string,"The priority of the user involved in the alert event. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Alerts,Alerts,"vendor_account","vendor_account",string,"The account associated with the alert event.",true,"-",false,false,false,false,
Alerts,Alerts,"vendor_region","vendor_region",string,"The data center region involved in the alert event, such as us-west-2.",true,"-",false,false,false,false,
Alerts,BaseEvent,"_time","_time",timestamp,"no comment.",false,"-",false,false,false,false,
Alerts,BaseEvent,host,host,string,"no comment.",false,"-",false,false,false,false,
Alerts,BaseEvent,source,source,string,"no comment.",false,"-",false,false,false,false,
Alerts,BaseEvent,sourcetype,sourcetype,string,"no comment.",false,"-",false,false,false,false,
Alerts,Alerts,Alerts,Alerts,objectCount,"no comment.",false,"-",false,false,false,false,
"Application_State","All_Application_State",dest,dest,string,"The compute resource where the service is installed. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State",process,process,string,"The name of a process or service file, such as sqlsrvr.exe or httpd. Note: This field is not appropriate for service or daemon names, such as SQL Server or Apache Web Server. Service or daemon names belong to the service field.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","process_name","process_name",string,"The name of a process.",true,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","is_Ports","is_Ports",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","is_not_Ports","is_not_Ports",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","is_Processes","is_Processes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","is_not_Processes","is_not_Processes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","is_Services","is_Services",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","is_not_Services","is_not_Services",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State.Ports","dest_port","dest_port",number,"Network ports communicated to by the process, such as 53.",true,"-",false,true,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State.Ports",transport,transport,string,"The network ports listened to by the application process, such as tcp, udp, etc.",true,"-",false,true,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State.Ports","transport_dest_port","transport_dest_port",string,"Calculated as transport/dest_port, such as tcp/53.",true,"-",false,true,false,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State.Services",service,service,string,"The name of the service, such as SQL Server or Apache Web Server. Note: This field is not appropriate for filenames, such as sqlsrvr.exe or httpd. Filenames should belong to the process field instead. Also, note that field is a string. Use the service_id field for service ID fields that are integer data types.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State.Services","service_id","service_id",string,"A numeric indicator for a service.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State.Services","start_mode","start_mode",string,"The start mode for the service.",true,"""disabled"",""manual"",""auto""",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State.Services",status,status,string,"The status of the service.",true,"""critical"",""started"",""stopped"",""warning""",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Application_State_indexes`) (tag=listening tag=port) OR (tag=process tag=report) OR (tag=service tag=report))"
"Application_State","All_Application_State","dest_bunit","dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Application_State","All_Application_State","dest_category","dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
"Application_State","All_Application_State","dest_priority","dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Application_State","All_Application_State","dest_requires_av","dest_requires_av",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Application_State","All_Application_State","dest_should_timesync","dest_should_timesync",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Application_State","All_Application_State","dest_should_update","dest_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Application_State","All_Application_State",tag,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",true,"-",false,true,false,false,
"Application_State","All_Application_State",user,user,string,"The user account the service is running as, such as System or httpdsvc.",true,"-",false,false,false,false,
"Application_State","All_Application_State","user_bunit","user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Application_State","All_Application_State","user_category","user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
"Application_State","All_Application_State","user_priority","user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Application_State",BaseEvent,"_time","_time",timestamp,"no comment.",false,"-",false,false,false,false,
"Application_State",BaseEvent,host,host,string,"no comment.",false,"-",false,false,false,false,
"Application_State",BaseEvent,source,source,string,"no comment.",false,"-",false,false,false,false,
"Application_State",BaseEvent,sourcetype,sourcetype,string,"no comment.",false,"-",false,false,false,false,
"Application_State","All_Application_State","All Application State","All_Application_State",objectCount,"no comment.",false,"-",false,false,false,false,
"Application_State","All_Application_State.Ports",Ports,Ports,objectCount,"no comment.",false,"-",false,false,false,false,
"Application_State","All_Application_State.Processes","cpu_load_mhz","cpu_load_mhz",number,"CPU Load in megahertz.",true,"-",false,false,false,false,
"Application_State","All_Application_State.Processes","cpu_load_percent","cpu_load_percent",number,"CPU Load in percent.",true,"-",false,false,false,false,
"Application_State","All_Application_State.Processes","cpu_time","cpu_time",string,"CPU Time.",true,"-",false,false,false,false,
"Application_State","All_Application_State.Processes","mem_used","mem_used",number,"Memory used in bytes.",true,"-",false,false,false,false,
"Application_State","All_Application_State.Processes",Processes,Processes,objectCount,"no comment.",false,"-",false,false,false,false,
"Application_State","All_Application_State.Services",Services,Services,objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,Authentication,action,action,string,"The action performed on the resource.",true,"""success"",""failure"",""pending"",""error""",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,app,app,string,"The application involved in the event, such as ssh, splunk, win:local.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,src,src,string,"The source involved in the authentication. In the case of endpoint protection authentication the src is the client. You can alias this from more specific fields, such as src_host, src_ip, or src_nt_host.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"src_user","src_user",string,"In privilege escalation events, src_user represents the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,dest,dest,string,"The target involved in the authentication. You can alias this from more specific fields, such as dest_host, dest_ip, dest_mac, or dest_nt_host.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,user,user,string,"The name of the user involved in the event, or who initiated the event. For authentication privilege escalation events this should represent the user targeted by the escalation.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_Failed_Authentication","is_Failed_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_not_Failed_Authentication","is_not_Failed_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_Successful_Authentication","is_Successful_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_not_Successful_Authentication","is_not_Successful_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_Default_Authentication","is_Default_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_not_Default_Authentication","is_not_Default_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_Insecure_Authentication","is_Insecure_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_not_Insecure_Authentication","is_not_Insecure_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_Privileged_Authentication","is_Privileged_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"is_not_Privileged_Authentication","is_not_Privileged_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Default_Authentication","is_Failed_Default_Authentication","is_Failed_Default_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Default_Authentication","is_not_Failed_Default_Authentication","is_not_Failed_Default_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Default_Authentication","is_Successful_Default_Authentication","is_Successful_Default_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Default_Authentication","is_not_Successful_Default_Authentication","is_not_Successful_Default_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Privileged_Authentication","is_Failed_Privileged_Authentication","is_Failed_Privileged_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Privileged_Authentication","is_not_Failed_Privileged_Authentication","is_not_Failed_Privileged_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Privileged_Authentication","is_Successful_Privileged_Authentication","is_Successful_Privileged_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,"Authentication.Privileged_Authentication","is_not_Successful_Privileged_Authentication","is_not_Successful_Privileged_Authentication",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Authentication_indexes`) tag=authentication NOT (action=success user=*$))"
Authentication,Authentication,"authentication_method","authentication_method",string,"The method used to authenticate the request such as SAML, FIDO, or MFA.",true,"-",false,true,false,false,
Authentication,Authentication,"authentication_service","authentication_service",string,"The service used to authenticate the request such as Okta, or ActiveDirectory",true,"-",false,false,false,false,
Authentication,Authentication,"dest_bunit","dest_bunit",string,"The business unit of the authentication target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,"dest_category","dest_category",string,"The category of the authentication target, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
Authentication,Authentication,"dest_nt_domain","dest_nt_domain",string,"The name of the Active Directory used by the authentication target, if applicable.",true,"-",false,false,false,false,
Authentication,Authentication,"dest_priority","dest_priority",string,"The priority of the authentication target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,duration,duration,number,"The amount of time for the completion of the authentication event, in seconds.",true,"-",false,false,false,false,
Authentication,Authentication,reason,reason,string,"The human-readable message associated with the authentication action (success or failure).",true,"-",false,false,false,false,
Authentication,Authentication,"response_time","response_time",number,"The amount of time it took to receive a response in the authentication event, in seconds.",true,"-",false,false,false,false,
Authentication,Authentication,signature,signature,string,"A human-readable signature name.",true,"-",false,false,false,false,
Authentication,Authentication,"signature_id","signature_id",string,"The unique identifier or event code of the event signature.",true,"-",false,false,false,false,
Authentication,Authentication,"src_bunit","src_bunit",string,"The business unit of the authentication source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,"src_category","src_category",string,"The category of the authentication source, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
Authentication,Authentication,"src_nt_domain","src_nt_domain",string,"The name of the Active Directory used by the authentication source, if applicable.",true,"-",false,false,false,false,
Authentication,Authentication,"src_priority","src_priority",string,"The priority of the authentication source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,"src_user_bunit","src_user_bunit",string,"The business unit of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,"src_user_category","src_user_category",string,"The category of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
Authentication,Authentication,"src_user_id","src_user_id",string,"The unique id of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",true,"-",false,false,false,false,
Authentication,Authentication,"src_user_priority","src_user_priority",string,"The priority of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,"src_user_role","src_user_role",string,"The role of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",true,"-",false,false,false,false,
Authentication,Authentication,"src_user_type","src_user_type",string,"The type of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",true,"-",false,false,false,false,
Authentication,Authentication,tag,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",true,"-",false,true,false,false,
Authentication,Authentication,"user_agent","user_agent",string,"The user agent through which the request was made, such as Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) or aws-cli/2.0.0 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev4.",true,"-",false,false,false,false,
Authentication,Authentication,"user_bunit","user_bunit",string,"The business unit of the user involved in the event, or who initiated the event. For authentication privilege escalation events this should represent the user targeted by the escalation. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,"user_category","user_category",string,"The category of the user involved in the event, or who initiated the event. For authentication privilege escalation events this should represent the user targeted by the escalation. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
Authentication,Authentication,"user_id","user_id",string,"The unique id of the user involved in the event. For authentication privilege escalation events, this should represent the user targeted by the escalation.",true,"-",false,false,false,false,
Authentication,Authentication,"user_priority","user_priority",string,"The priority of the user involved in the event, or who initiated the event. For authentication privilege escalation events, this should represent the user priority targeted by the escalation. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
Authentication,Authentication,"user_role","user_role",string,"The role of the user involved in the event, or who initiated the event. For authentication privilege escalation events, this should represent the user role targeted by the escalation.",true,"-",false,false,false,false,
Authentication,Authentication,"user_type","user_type",string,"The type of the user involved in the event or who initiated the event, such as IAMUser, Admin, or System. For authentication privilege escalation events, this should represent the user type targeted by the escalation.",true,"-",false,false,false,false,
Authentication,Authentication,"vendor_account","vendor_account",string,"The account that manages the user that initiated the request.",true,"-",false,false,false,false,
Authentication,BaseEvent,"_time","_time",timestamp,"no comment.",false,"-",false,false,false,false,
Authentication,BaseEvent,host,host,string,"no comment.",false,"-",false,false,false,false,
Authentication,BaseEvent,source,source,string,"no comment.",false,"-",false,false,false,false,
Authentication,BaseEvent,sourcetype,sourcetype,string,"no comment.",false,"-",false,false,false,false,
Authentication,Authentication,Authentication,Authentication,objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Failed_Authentication","Failed Authentication","Failed_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Successful_Authentication","Successful Authentication","Successful_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Default_Authentication","Default Authentication","Default_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Default_Authentication.Failed_Default_Authentication","Failed Default Authentication","Failed_Default_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Default_Authentication.Successful_Default_Authentication","Successful Default Authentication","Successful_Default_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Insecure_Authentication","Insecure Authentication","Insecure_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Privileged_Authentication","Privileged Authentication","Privileged_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Privileged_Authentication.Failed_Privileged_Authentication","Failed Privileged Authentication","Failed_Privileged_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Authentication,"Authentication.Privileged_Authentication.Successful_Privileged_Authentication","Successful Privileged Authentication","Successful_Privileged_Authentication",objectCount,"no comment.",false,"-",false,false,false,false,
Certificates,"All_Certificates","is_SSL","is_SSL",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates","is_not_SSL","is_not_SSL",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates.SSL","ssl_hash","ssl_hash",string,"The hash of the certificate.",true,"-",false,true,true,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates.SSL","ssl_issuer","ssl_issuer",string,"The certificate issuer's RFC2253 Distinguished Name.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates.SSL","ssl_issuer_common_name","ssl_issuer_common_name",string,"The certificate issuer's common name.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates.SSL","ssl_issuer_email_domain","ssl_issuer_email_domain",string,"The domain name contained within the certificate issuer's email address.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates.SSL","ssl_subject","ssl_subject",string,"The certificate owner's RFC2253 Distinguished Name.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates.SSL","ssl_subject_common_name","ssl_subject_common_name",string,"The certificate subject's common name.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
Certificates,"All_Certificates.SSL","ssl_subject_email_domain","ssl_subject_email_domain",string,"The domain name contained within the certificate subject's email address.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Certificates_indexes`) tag=certificate)"
